payload_len,has_sqli_keywords,has_xss_keywords,has_traversal,has_scanner_ua,is_post,keyword_count,payload_entropy,special_char_count,matched_rule_count,path_depth,has_query_string,label
14,0,0,0,0,0,0,3.6645,1,0,1,0,NORMAL
20,0,0,0,0,0,0,3.5464,3,0,3,0,NORMAL
8,1,0,0,1,1,1,2.75,1,1,1,0,SQL_INJECTION
12,0,0,0,0,0,0,3.4183,1,0,1,0,NORMAL
57,0,1,0,0,0,3,4.6134,13,3,1,1,XSS
60,0,1,0,0,0,1,4.3964,11,3,1,1,XSS
24,0,0,0,0,0,0,3.8035,1,0,1,0,NORMAL
8,0,0,0,0,0,0,2.75,1,0,1,0,NORMAL
4,0,0,0,0,0,0,1.5,2,0,1,0,NORMAL
18,0,0,0,0,0,0,3.7255,1,0,1,0,NORMAL
19,0,0,0,0,0,0,3.4714,2,0,2,0,NORMAL
38,1,0,0,1,1,2,4.0407,3,3,1,0,SQL_INJECTION
15,0,0,0,0,0,0,3.5069,1,0,1,0,NORMAL
16,0,0,0,0,0,0,3.4528,1,0,1,0,NORMAL
10,1,0,0,1,1,1,3.1219,1,1,1,0,SCANNER
19,0,0,0,0,0,0,4.0374,1,0,1,0,NORMAL
19,0,0,0,0,0,0,3.6163,1,0,1,0,NORMAL
10,0,0,0,0,0,0,3.1219,1,0,1,0,NORMAL
23,0,1,0,1,1,1,3.9362,5,2,1,1,XSS
22,0,0,0,1,1,0,3.4474,0,2,1,0,BRUTE_FORCE
14,0,0,0,0,0,0,3.3249,1,0,1,0,NORMAL
13,0,0,0,1,1,0,3.3927,0,1,1,0,BRUTE_FORCE
7,0,0,0,0,0,0,2.8074,1,0,1,0,NORMAL
13,0,0,0,0,0,0,3.7004,1,0,1,0,NORMAL
23,0,1,0,0,0,2,3.8492,4,2,1,1,XSS
47,0,0,0,0,0,0,4.0259,5,0,5,0,NORMAL
14,0,0,0,1,1,0,3.182,0,1,0,0,BRUTE_FORCE
0,0,0,0,1,0,0,0.0,0,0,1,0,NORMAL
26,1,0,0,0,1,1,3.7193,2,1,1,0,SQL_INJECTION
11,0,0,0,0,0,0,2.914,2,0,2,0,NORMAL
44,0,0,1,0,0,6,4.0212,8,1,2,0,DIRECTORY_TRAVERSAL
16,0,0,0,0,0,0,3.625,1,0,1,0,NORMAL
0,0,0,0,1,0,0,0.0,0,0,1,0,NORMAL
5,0,0,0,0,0,0,2.3219,1,0,1,0,NORMAL
0,0,0,0,1,0,0,0.0,0,0,1,0,NORMAL
78,0,0,0,0,0,0,4.7355,7,0,2,1,NORMAL
15,0,0,0,0,0,0,3.6402,1,0,1,0,NORMAL
10,0,0,0,0,0,0,3.3219,1,0,1,0,NORMAL
13,0,0,0,1,1,0,3.027,0,0,1,0,NORMAL
0,0,0,1,1,0,3,0.0,0,0,1,1,DIRECTORY_TRAVERSAL
36,0,1,0,1,1,3,4.3921,5,2,1,0,XSS
13,1,0,0,1,1,1,2.5654,5,3,1,0,SQL_INJECTION
12,0,0,0,1,1,0,3.585,0,1,1,0,BRUTE_FORCE
13,0,0,0,1,1,0,3.5466,0,1,1,0,BRUTE_FORCE
13,0,0,0,0,0,0,3.3927,1,0,1,0,NORMAL
89,0,1,0,0,0,2,4.7155,17,2,1,1,XSS
83,0,1,0,0,0,3,4.8827,15,3,2,1,XSS
13,0,0,1,0,0,2,3.2389,2,1,2,0,DIRECTORY_TRAVERSAL
19,0,0,0,0,0,0,3.9321,1,0,1,0,NORMAL
20,0,0,0,0,0,0,3.5842,3,0,3,0,NORMAL
10,0,0,0,0,0,0,3.1219,1,0,1,0,NORMAL
46,0,0,0,0,0,0,4.1186,5,0,5,0,NORMAL
13,0,0,0,0,0,0,3.5466,1,0,1,0,NORMAL
14,0,1,0,1,0,2,3.0931,4,2,1,1,XSS
14,0,0,0,0,0,0,3.3788,1,0,1,0,NORMAL
12,0,0,0,0,0,0,3.4183,1,0,1,0,NORMAL
38,0,1,0,1,1,1,4.3135,5,1,1,0,XSS
0,0,0,0,0,1,0,0.0,0,0,1,1,XSS
0,0,0,1,1,0,1,0.0,0,0,1,1,DIRECTORY_TRAVERSAL
20,0,0,0,0,0,0,3.6842,2,0,2,0,NORMAL
9,0,0,0,0,0,0,2.9477,2,0,1,0,NORMAL
42,0,0,0,1,1,0,4.0144,6,2,1,0,SQL_INJECTION
0,0,0,1,1,0,3,0.0,0,0,1,1,DIRECTORY_TRAVERSAL
10,0,0,0,0,0,0,3.3219,1,0,1,0,NORMAL
14,0,0,0,1,1,0,3.182,0,1,1,0,BRUTE_FORCE
12,0,0,0,0,1,0,3.4183,0,0,1,0,NORMAL
13,0,0,0,0,0,0,3.5466,1,0,1,0,NORMAL
11,0,0,0,0,0,0,3.0272,1,0,1,0,NORMAL
7,0,0,0,0,0,0,2.5216,1,0,1,0,NORMAL
21,0,0,0,1,1,0,3.7257,0,1,1,0,BRUTE_FORCE
12,0,0,0,0,1,0,3.4183,0,0,1,0,NORMAL
15,0,0,0,0,0,0,3.5069,1,0,1,0,NORMAL
37,1,0,0,1,1,2,4.1753,5,2,1,0,SQL_INJECTION
18,0,0,0,0,0,0,3.5305,1,0,1,0,NORMAL
39,0,0,1,0,0,2,4.2404,12,1,4,0,DIRECTORY_TRAVERSAL
71,0,0,0,0,0,0,4.3347,6,0,1,1,NORMAL
40,1,0,0,1,1,9,4.1087,7,2,1,0,SQL_INJECTION
0,0,0,0,1,0,0,0.0,0,1,1,1,SCANNER
65,0,0,1,0,0,20,3.6501,13,2,1,1,DIRECTORY_TRAVERSAL
212,1,0,0,1,0,2,4.4347,42,2,1,1,SQL_INJECTION
12,0,0,0,1,1,0,3.4183,1,1,1,0,SQL_INJECTION
0,0,0,1,1,0,2,0.0,0,0,1,1,DIRECTORY_TRAVERSAL
0,0,0,0,0,0,0,0.0,0,0,1,0,NORMAL
15,0,0,0,0,0,0,3.1899,2,0,2,0,NORMAL
0,0,0,1,1,0,3,0.0,0,0,1,1,DIRECTORY_TRAVERSAL
34,1,0,0,1,1,2,3.8529,3,3,1,0,SQL_INJECTION
67,1,0,0,0,1,2,4.2773,8,1,1,0,SQL_INJECTION
16,1,0,0,1,1,1,3.25,5,1,1,0,SQL_INJECTION
32,0,1,0,1,1,1,4.0542,5,1,1,0,XSS
12,0,0,0,0,0,0,3.4183,1,0,1,0,NORMAL
28,0,0,0,0,0,0,3.7979,3,0,3,0,NORMAL
12,0,0,0,1,1,0,3.2516,0,1,0,0,BRUTE_FORCE
0,0,0,1,1,0,3,0.0,0,0,1,1,DIRECTORY_TRAVERSAL
14,0,0,0,1,1,0,3.0931,0,1,1,0,SCANNER
14,0,0,0,0,0,0,3.5216,1,0,1,0,NORMAL
12,0,0,0,1,1,0,3.2516,0,1,1,0,BRUTE_FORCE
0,0,0,1,1,0,2,0.0,0,0,1,1,DIRECTORY_TRAVERSAL
12,0,0,0,0,0,0,3.4183,1,0,1,0,NORMAL
40,0,0,0,1,1,0,4.0251,4,1,1,0,SQL_INJECTION
6,0,0,0,0,0,0,2.2516,2,0,1,0,NORMAL
14,0,0,0,0,0,0,3.5216,1,0,1,0,NORMAL
9,0,0,0,0,0,0,3.1699,1,0,1,0,NORMAL
28,0,1,0,1,0,2,4.107,6,1,1,1,XSS
11,1,0,0,1,1,2,2.6635,2,2,1,0,SQL_INJECTION
22,0,0,0,0,0,0,3.7544,2,0,2,0,NORMAL
48,1,0,0,0,1,3,3.8856,1,1,1,0,SQL_INJECTION
0,0,0,0,1,0,0,0.0,0,0,1,0,NORMAL
23,0,1,0,0,1,2,4.056,2,2,1,0,XSS
14,0,0,0,0,0,0,3.6645,1,0,1,0,NORMAL
12,0,0,0,1,1,0,3.2516,0,1,1,0,BRUTE_FORCE
188,0,0,0,0,0,0,4.523,45,1,2,1,NORMAL
68,1,0,0,0,0,1,4.061,10,0,9,0,NORMAL
12,0,0,0,0,0,0,3.2516,1,0,1,0,NORMAL
12,0,0,0,0,0,0,3.585,1,0,1,0,NORMAL
12,0,0,0,0,0,0,3.2516,1,0,1,0,NORMAL
16,0,0,0,0,0,0,3.875,1,0,1,0,NORMAL
12,0,0,0,1,1,0,3.2516,0,1,1,0,BRUTE_FORCE
14,0,0,0,1,1,0,3.182,0,1,1,0,SCANNER
23,0,0,0,0,0,0,3.7623,3,0,3,0,NORMAL
33,0,0,1,1,1,3,3.4983,6,3,1,0,DIRECTORY_TRAVERSAL
0,0,0,0,1,1,0,0.0,0,0,1,1,XSS
29,0,0,0,0,1,0,3.7849,0,1,1,0,SQL_INJECTION
29,0,0,0,0,1,0,4.0213,2,0,1,0,NORMAL
21,0,0,0,0,0,0,3.9161,2,0,2,0,NORMAL
7,0,0,0,0,0,0,2.8074,1,0,1,0,NORMAL
16,0,0,0,0,0,0,3.5,1,0,1,0,NORMAL
14,0,0,0,0,0,0,3.2359,1,0,1,0,NORMAL
13,0,0,0,0,0,0,3.3927,1,0,1,0,NORMAL
11,0,0,0,1,1,0,2.5503,0,1,0,0,BRUTE_FORCE
13,0,0,0,0,0,0,3.027,3,0,2,0,NORMAL
17,0,0,0,0,0,0,3.8522,1,0,1,0,NORMAL
10,0,0,0,0,0,0,3.1219,1,0,1,0,NORMAL
44,1,0,0,0,0,1,3.9989,8,0,7,0,NORMAL
14,0,0,0,0,0,0,3.3788,1,0,1,0,NORMAL
23,0,0,0,0,0,0,4.2299,2,0,1,1,NORMAL
23,0,0,0,0,0,0,3.969,2,0,2,0,NORMAL
13,0,0,0,1,1,0,3.3927,0,1,1,0,BRUTE_FORCE
35,0,0,0,0,0,0,3.7643,4,0,4,0,NORMAL
20,0,0,0,0,0,0,3.6219,2,0,2,0,NORMAL
19,0,0,0,0,0,0,3.3661,2,0,2,0,NORMAL
60,0,0,0,0,0,0,4.3046,4,0,1,1,NORMAL
32,0,0,1,0,0,12,2.6495,7,2,7,0,DIRECTORY_TRAVERSAL
31,1,0,0,0,1,2,3.9779,3,1,1,0,SQL_INJECTION
25,0,1,0,0,0,3,4.1337,7,3,1,1,XSS
0,0,0,0,0,0,0,0.0,0,0,1,0,NORMAL
256,0,0,0,0,1,0,4.4618,19,1,3,1,NORMAL
6,0,0,0,0,0,0,2.2516,1,0,1,0,NORMAL
12,0,0,1,0,0,2,3.2516,2,1,2,0,DIRECTORY_TRAVERSAL
14,0,0,0,0,0,0,3.5216,2,0,2,0,NORMAL
30,0,0,0,0,0,0,4.0062,3,0,3,0,NORMAL
15,0,0,0,1,1,0,3.5069,0,1,1,0,BRUTE_FORCE
44,0,0,0,1,0,0,4.0621,7,1,1,1,SQL_INJECTION
0,0,0,1,1,0,2,0.0,0,0,1,1,DIRECTORY_TRAVERSAL
14,0,0,0,1,1,0,3.182,0,1,1,0,BRUTE_FORCE
15,0,0,0,0,0,0,3.5069,1,0,1,0,NORMAL
187,0,0,0,0,0,0,4.5386,45,1,2,1,NORMAL
21,0,1,0,1,0,3,4.1066,5,2,1,1,XSS
24,0,0,1,1,1,1,3.7721,3,1,1,0,DIRECTORY_TRAVERSAL
15,0,0,0,1,1,0,3.5069,0,1,1,0,BRUTE_FORCE
178,0,0,0,0,0,0,4.5163,42,1,2,1,NORMAL
14,0,0,0,0,0,0,3.3249,1,0,1,0,NORMAL
17,0,0,0,0,0,0,3.8522,1,1,1,0,SQL_INJECTION
9,0,0,0,0,0,0,3.1699,1,0,1,0,NORMAL
23,0,0,1,0,0,4,2.8884,4,2,4,0,DIRECTORY_TRAVERSAL
63,0,1,0,0,0,2,4.5553,13,2,3,1,XSS
21,1,0,0,1,1,2,3.7849,1,3,1,0,SQL_INJECTION
12,0,0,0,1,1,0,3.4183,0,1,1,0,SCANNER
14,0,0,0,0,0,0,3.5216,1,0,1,0,NORMAL
9,0,0,0,0,0,0,3.1699,1,0,1,0,NORMAL
0,0,0,0,1,0,0,0.0,0,0,1,1,DIRECTORY_TRAVERSAL
22,0,0,0,1,1,0,3.5726,0,1,1,0,BRUTE_FORCE
13,0,0,0,0,0,0,3.5466,1,0,1,0,NORMAL
12,0,0,0,0,0,0,3.4183,1,0,1,0,NORMAL
17,0,0,0,1,1,0,3.6169,0,2,1,0,BRUTE_FORCE
0,0,0,1,1,0,3,0.0,0,0,1,1,DIRECTORY_TRAVERSAL
12,0,0,0,1,1,0,3.585,0,1,1,0,BRUTE_FORCE
11,0,0,0,0,1,0,3.0958,0,0,1,0,NORMAL
12,0,0,0,0,0,0,3.2516,1,0,1,0,NORMAL
10,0,0,0,0,0,0,3.1219,1,0,1,0,NORMAL
35,0,0,0,0,1,0,3.6675,7,1,1,0,NORMAL
58,0,1,0,0,0,3,4.4876,11,3,1,1,XSS
12,1,0,0,0,0,1,2.3554,5,3,1,1,SQL_INJECTION
31,1,0,0,0,1,2,3.9779,3,1,1,0,SQL_INJECTION
29,0,0,0,0,1,0,4.0213,2,0,1,0,NORMAL
13,0,0,0,0,0,0,3.5466,1,0,1,0,NORMAL
15,0,0,0,0,0,0,3.0062,1,0,1,0,NORMAL
34,0,1,0,1,1,2,3.8529,9,2,1,0,XSS
0,0,0,1,1,0,3,0.0,0,0,1,1,DIRECTORY_TRAVERSAL
18,0,0,0,0,0,0,3.5305,1,0,1,0,NORMAL
0,0,0,0,1,0,0,0.0,0,0,1,0,NORMAL
14,0,0,0,0,0,0,3.5216,1,0,1,0,NORMAL
20,0,0,0,0,0,0,3.7842,1,0,1,0,NORMAL
87,0,1,0,0,0,4,4.5151,10,4,2,1,XSS
0,0,0,0,0,0,0,0.0,0,0,1,0,NORMAL
10,0,0,0,0,0,0,3.1219,1,0,1,0,NORMAL
18,0,0,0,0,0,0,3.3502,2,0,2,0,NORMAL
0,0,0,0,1,0,0,0.0,0,0,1,1,DIRECTORY_TRAVERSAL
12,0,0,1,0,0,2,3.4183,2,1,2,0,DIRECTORY_TRAVERSAL
0,0,0,0,1,0,0,0.0,0,0,1,0,NORMAL
0,0,0,0,1,0,0,0.0,0,0,1,1,DIRECTORY_TRAVERSAL
8,0,0,0,0,0,0,2.75,2,0,1,0,NORMAL
35,0,0,0,0,0,0,3.9002,2,0,2,0,NORMAL
176,0,0,0,0,0,0,4.4956,42,1,2,1,NORMAL
66,0,1,0,0,0,2,4.4477,12,2,2,1,XSS
32,0,1,0,1,1,1,4.0542,5,1,1,0,XSS
33,0,1,0,1,1,1,3.703,7,1,1,0,XSS
254,1,0,0,1,0,2,4.6294,45,1,1,1,SQL_INJECTION
20,0,0,0,1,1,0,3.9219,0,0,1,0,NORMAL
11,0,0,0,0,0,0,3.0958,1,0,1,0,NORMAL
14,0,0,0,0,0,0,3.6645,1,0,1,0,NORMAL
40,1,0,0,1,1,9,4.1087,7,1,1,0,SCANNER
49,0,0,0,0,0,0,3.9518,5,0,5,0,NORMAL
23,0,0,0,0,0,0,3.5884,3,0,3,0,NORMAL
16,0,0,0,0,0,0,3.625,1,0,1,0,NORMAL
28,0,0,0,0,1,0,4.2804,0,1,1,0,BRUTE_FORCE
0,0,0,1,1,0,1,0.0,0,0,1,1,DIRECTORY_TRAVERSAL
26,0,0,0,0,0,0,3.8253,2,1,2,0,DIRECTORY_TRAVERSAL
24,0,0,0,0,0,0,3.9387,1,0,1,0,NORMAL
80,0,1,0,0,0,2,4.5373,12,2,1,1,XSS
14,0,0,0,0,0,0,3.6645,1,0,1,0,NORMAL
41,0,0,0,0,0,0,4.1804,4,1,4,0,DIRECTORY_TRAVERSAL
13,0,0,0,0,0,0,3.3927,1,0,1,0,NORMAL
44,0,0,0,1,1,0,4.1552,8,2,1,0,SQL_INJECTION
32,0,0,0,0,0,0,4.09,3,0,3,0,NORMAL
25,1,0,0,0,1,1,3.6537,5,3,1,0,SQL_INJECTION
0,0,0,1,1,0,3,0.0,0,0,1,1,DIRECTORY_TRAVERSAL
8,0,0,0,0,0,0,3.0,1,0,1,0,NORMAL
15,0,0,0,0,0,0,3.6402,1,0,1,0,NORMAL
35,0,1,0,0,1,2,4.3433,9,2,1,0,XSS
20,0,0,0,0,0,0,3.6842,2,0,2,0,NORMAL
11,0,0,0,1,1,0,3.0958,0,1,1,0,BRUTE_FORCE
19,0,0,0,0,0,0,3.4264,1,0,1,0,NORMAL
12,0,0,0,1,1,0,3.2516,0,1,0,0,BRUTE_FORCE
11,0,0,0,1,1,0,3.0958,0,1,1,0,BRUTE_FORCE
93,0,0,1,0,0,38,3.0541,23,2,2,1,DIRECTORY_TRAVERSAL
25,0,0,0,0,0,0,3.7035,3,0,3,0,NORMAL
40,1,0,0,1,1,9,4.1087,7,2,1,0,SQL_INJECTION
6,0,0,0,0,0,0,2.585,1,0,1,0,NORMAL
0,0,0,1,1,0,3,0.0,0,0,1,1,DIRECTORY_TRAVERSAL
14,0,0,0,0,0,0,3.5216,1,0,1,0,NORMAL
56,1,0,0,1,1,3,4.2112,2,3,0,0,SQL_INJECTION
13,0,0,0,0,0,0,3.5466,1,0,1,0,NORMAL
14,0,0,0,0,0,0,3.5216,1,0,1,0,NORMAL
0,0,0,1,1,0,4,0.0,0,0,1,1,DIRECTORY_TRAVERSAL
13,0,0,0,0,0,0,3.2389,1,0,1,0,NORMAL
0,0,0,0,0,1,0,0.0,0,0,1,1,XSS
10,0,0,0,0,0,0,3.1219,2,0,1,0,NORMAL
44,1,0,0,1,1,2,4.2067,8,2,1,0,SQL_INJECTION
0,0,0,0,1,0,0,0.0,0,0,1,1,DIRECTORY_TRAVERSAL
13,0,0,0,0,0,0,3.3927,1,0,1,0,NORMAL
12,0,0,0,0,0,0,3.4183,1,0,1,0,NORMAL
17,0,0,0,0,0,0,3.5725,1,0,1,0,NORMAL
24,0,0,0,0,0,0,3.8868,2,0,2,0,NORMAL
0,0,0,0,1,0,0,0.0,0,0,1,0,NORMAL
12,0,0,0,0,1,0,3.4183,0,0,1,0,NORMAL
11,0,0,0,1,1,0,2.5503,0,1,0,0,BRUTE_FORCE
25,0,0,0,0,0,0,4.0537,1,0,1,0,NORMAL
169,0,0,0,0,0,0,4.4401,41,1,1,1,NORMAL
10,0,0,0,1,1,0,3.3219,0,0,1,0,NORMAL
25,0,0,0,0,0,0,4.0839,2,0,2,0,NORMAL
0,0,0,1,1,0,4,0.0,0,0,1,1,DIRECTORY_TRAVERSAL
89,1,0,0,1,0,2,4.7127,11,2,1,1,SQL_INJECTION
26,0,0,0,1,1,0,3.7672,0,2,1,0,BRUTE_FORCE
18,0,0,0,0,0,0,3.9477,2,0,2,0,NORMAL
91,0,0,1,0,0,30,3.5042,20,2,3,1,DIRECTORY_TRAVERSAL
22,0,1,0,1,0,2,3.9706,5,1,1,1,XSS
0,0,0,0,1,0,0,0.0,0,0,1,1,DIRECTORY_TRAVERSAL
15,0,0,0,0,0,0,3.7736,1,0,1,0,NORMAL
7,0,0,0,0,0,0,2.5216,2,0,1,0,NORMAL
0,0,0,0,1,0,0,0.0,0,0,1,0,NORMAL
219,0,1,0,0,0,6,4.4158,24,3,3,1,XSS
23,0,0,0,0,0,0,3.5014,1,0,1,0,NORMAL
49,0,0,0,0,0,0,4.3011,4,0,4,0,NORMAL
83,0,0,1,0,0,20,3.705,15,2,4,1,DIRECTORY_TRAVERSAL
12,0,0,0,0,0,0,3.4183,1,0,1,0,NORMAL
0,0,0,0,1,0,0,0.0,0,0,1,0,NORMAL
0,0,0,1,1,0,2,0.0,0,0,1,1,DIRECTORY_TRAVERSAL
33,0,0,0,0,0,0,3.7118,10,0,10,0,NORMAL
12,0,0,0,1,1,0,3.2516,0,1,1,0,BRUTE_FORCE
178,0,0,0,0,0,0,4.4452,44,1,1,1,NORMAL
20,0,0,0,0,0,0,3.5464,2,0,2,0,NORMAL
114,1,0,0,1,0,1,4.5172,18,3,1,1,SQL_INJECTION
6,0,0,1,1,0,2,2.585,1,1,1,0,SCANNER
76,0,0,0,0,0,0,4.363,6,0,1,1,NORMAL
0,0,0,0,1,0,0,0.0,0,0,1,0,NORMAL
12,0,0,0,1,1,0,2.9183,0,1,1,0,BRUTE_FORCE
37,0,1,0,0,1,1,3.8101,7,1,1,0,XSS
12,0,0,0,0,1,0,3.4183,0,1,1,0,BRUTE_FORCE
71,0,1,0,0,0,3,4.4982,10,3,2,1,XSS
14,0,0,0,0,0,0,3.6645,1,0,1,0,NORMAL
12,0,0,1,0,0,2,3.2516,2,1,2,0,DIRECTORY_TRAVERSAL
18,0,0,0,1,1,0,3.6835,0,0,1,0,SQL_INJECTION
29,1,0,0,1,1,3,3.7849,1,3,1,0,SQL_INJECTION
12,0,0,0,1,1,0,3.2516,0,1,0,0,BRUTE_FORCE
8,0,0,0,0,0,0,2.75,2,0,1,0,NORMAL
52,0,0,1,0,0,18,2.4831,21,2,3,0,DIRECTORY_TRAVERSAL
14,0,0,0,0,0,0,3.5216,1,0,1,0,NORMAL
12,0,0,1,1,0,2,3.2516,2,1,2,0,DIRECTORY_TRAVERSAL
12,0,0,1,0,0,2,3.4183,2,1,2,0,DIRECTORY_TRAVERSAL
18,0,0,0,0,0,0,3.3502,1,0,1,0,NORMAL
43,0,1,0,1,1,2,4.3129,11,2,1,0,XSS
175,0,0,0,0,0,0,4.4919,42,1,2,1,NORMAL
72,0,1,0,0,0,3,4.4073,10,3,2,1,XSS
22,0,0,0,1,1,0,3.4474,0,2,1,0,BRUTE_FORCE
13,0,0,0,0,0,0,3.5466,1,0,1,0,NORMAL
12,0,1,0,1,1,1,3.2516,4,1,1,0,XSS
25,1,0,0,1,0,1,4.1035,1,1,1,1,SQL_INJECTION
16,0,0,0,1,1,0,3.5778,0,2,1,0,BRUTE_FORCE
13,0,0,0,1,1,0,3.0851,0,1,1,0,BRUTE_FORCE
13,0,0,0,0,0,0,3.5466,1,0,1,0,NORMAL
17,0,0,0,0,0,0,3.5725,3,0,2,0,NORMAL
255,0,1,0,0,0,3,5.0212,26,4,2,1,XSS
10,0,0,0,0,0,0,3.3219,1,0,1,0,NORMAL
26,0,0,1,0,0,2,3.6424,4,1,3,0,DIRECTORY_TRAVERSAL
231,1,0,0,0,0,23,4.6274,29,4,1,1,SQL_INJECTION
63,0,1,0,0,0,2,4.4179,16,2,3,1,XSS
15,0,0,0,0,0,0,3.3736,1,0,1,0,NORMAL
12,0,1,0,0,1,1,3.4183,6,1,1,0,XSS
15,0,0,0,0,0,0,3.4566,1,0,1,0,NORMAL
128,0,0,0,0,0,0,4.1841,11,0,4,1,NORMAL
29,0,0,0,0,0,0,4.0473,2,0,2,0,NORMAL
42,0,1,0,0,0,2,4.2908,10,2,2,0,XSS
0,0,0,1,1,0,4,0.0,0,0,1,1,DIRECTORY_TRAVERSAL
15,0,0,0,0,0,0,3.6402,1,0,1,0,NORMAL
0,0,0,1,1,0,3,0.0,0,0,1,1,DIRECTORY_TRAVERSAL
8,1,0,0,1,1,1,2.75,1,1,1,0,SQL_INJECTION
9,0,0,0,0,0,0,2.7255,1,0,1,0,NORMAL
32,0,1,0,0,0,2,4.1136,8,1,1,1,XSS
16,0,0,0,0,0,0,3.4528,1,0,1,0,NORMAL
8,0,0,0,0,0,0,3.0,1,0,1,0,NORMAL
28,1,0,0,1,1,3,4.0391,6,2,1,0,SQL_INJECTION
0,0,0,0,0,1,0,0.0,0,0,0,1,XSS
0,0,0,0,1,0,0,0.0,0,0,1,0,NORMAL
27,1,0,0,1,0,3,3.6764,5,2,1,1,SQL_INJECTION
12,0,0,0,0,0,0,3.4183,1,0,1,0,NORMAL
9,0,0,0,0,0,0,2.5033,2,0,1,0,NORMAL
0,0,0,0,0,1,0,0.0,0,0,1,1,XSS
87,0,1,0,0,0,4,4.5151,10,4,2,1,XSS
9,0,0,0,1,1,0,2.5033,0,1,1,0,BRUTE_FORCE
57,0,1,0,0,0,2,4.4868,13,2,1,1,XSS
23,0,0,0,0,0,0,3.3062,2,0,2,0,NORMAL
18,0,0,0,1,1,0,3.6835,0,0,1,0,SQL_INJECTION
10,0,0,0,0,0,0,3.1219,1,0,1,0,NORMAL
0,0,0,1,1,0,3,0.0,0,0,1,1,DIRECTORY_TRAVERSAL
32,0,1,0,1,1,2,4.0122,7,2,1,0,XSS
0,0,0,1,1,0,4,0.0,0,0,1,1,DIRECTORY_TRAVERSAL
0,0,0,1,1,0,4,0.0,0,0,1,1,DIRECTORY_TRAVERSAL
57,1,0,0,1,1,3,4.2297,2,3,1,0,SQL_INJECTION
7,0,0,0,0,0,0,2.8074,1,0,1,0,NORMAL
22,0,1,0,0,0,1,3.9706,4,1,2,0,XSS
6,0,0,0,0,0,0,2.2516,2,0,1,0,NORMAL
71,0,1,0,0,0,2,4.3945,13,2,2,1,XSS
20,1,0,0,1,1,2,3.7842,2,1,0,0,SQL_INJECTION
152,0,0,0,0,0,0,4.2166,40,1,2,1,NORMAL
18,1,0,0,0,1,1,3.6144,1,0,1,0,NORMAL
9,0,0,0,1,1,0,2.4194,0,0,1,0,NORMAL
30,0,0,0,0,0,0,4.0566,3,0,3,0,NORMAL
13,0,0,0,1,1,0,3.7004,0,1,1,0,BRUTE_FORCE
14,0,0,0,0,0,0,3.5216,1,0,1,0,NORMAL
18,0,0,0,1,1,0,3.7255,0,2,1,0,BRUTE_FORCE
10,0,0,0,0,0,0,3.3219,1,0,1,0,NORMAL
73,0,1,0,0,0,2,4.3881,13,2,2,1,XSS
0,0,0,0,1,0,0,0.0,0,0,1,0,NORMAL
22,0,0,0,1,1,0,3.9363,0,1,1,0,SQL_INJECTION
0,0,0,1,1,0,1,0.0,0,0,1,1,DIRECTORY_TRAVERSAL
26,1,0,0,1,0,1,3.8253,1,1,1,1,SCANNER
12,0,0,0,1,1,0,3.4183,0,0,1,0,NORMAL
13,0,0,0,0,0,0,3.3927,1,0,1,0,NORMAL
12,0,0,0,1,1,0,3.2516,0,1,1,0,BRUTE_FORCE
12,0,0,0,1,1,0,3.585,0,1,1,0,BRUTE_FORCE
12,0,0,0,1,1,0,3.4183,0,1,1,0,SCANNER
89,0,1,0,0,0,3,4.3759,13,3,3,1,XSS
60,0,1,0,1,1,2,4.4957,12,2,1,0,XSS
11,0,0,0,0,0,0,3.4594,1,0,1,0,NORMAL
51,0,0,1,0,0,2,4.3028,5,1,1,1,DIRECTORY_TRAVERSAL
0,0,0,0,1,0,0,0.0,0,0,1,0,NORMAL
65,0,1,0,1,1,2,4.5932,11,1,1,0,XSS
104,0,1,0,0,0,2,4.6882,15,2,1,1,XSS
15,0,0,0,0,0,0,3.4566,1,0,1,0,NORMAL
10,0,0,0,0,0,0,3.3219,1,0,1,0,NORMAL
12,0,0,0,0,1,0,3.4183,0,1,1,0,BRUTE_FORCE
43,0,0,0,0,0,0,3.8071,5,0,3,1,NORMAL
67,0,1,0,0,0,2,4.4362,12,2,1,1,XSS
9,0,0,0,0,0,0,3.1699,1,0,1,0,NORMAL
0,0,0,0,0,0,0,0.0,0,0,1,0,NORMAL
13,0,0,0,0,0,0,3.7004,1,0,1,0,NORMAL
81,0,1,0,0,0,2,4.5141,10,2,2,1,XSS
10,0,0,0,0,0,0,2.9219,2,0,1,0,NORMAL
0,0,0,1,1,0,3,0.0,0,0,1,1,DIRECTORY_TRAVERSAL
14,0,0,0,0,0,0,3.5216,1,0,1,0,NORMAL
16,0,0,0,0,0,0,3.625,1,0,1,0,NORMAL
11,0,0,0,0,0,0,3.4594,1,0,1,0,NORMAL
14,0,0,0,0,0,0,3.6645,1,0,1,0,NORMAL
11,0,0,0,1,1,0,3.0958,0,1,1,0,SCANNER
78,0,0,1,0,0,22,3.7152,15,2,2,1,DIRECTORY_TRAVERSAL
14,0,0,0,1,1,0,3.182,0,1,1,0,BRUTE_FORCE
101,0,1,0,0,0,2,4.4353,9,2,2,1,XSS
25,1,0,0,0,1,1,3.6537,5,3,1,0,SQL_INJECTION
46,0,0,0,0,0,0,3.9638,5,0,5,0,NORMAL
